"question_id","area_id","area_of_knowledge","topic_id","topic","sub_topic_id","sub_topic","human_numbering","difficulty_level","question_type","question_text","option_a","option_b","option_c","option_d","correct_answer","explanation","tags","source_label"
"QB_A01_T01_S02_024","A01","Logic & Reasoning","A01_T01","Logic","A01_T01_S02","Definition and use of counter examples","1.1.2","Hard","MCQ","Which option is a counter example to the statement: Every multiple of \(5\) ends in \(5\).","\(15\)","\(25\)","\(35\)","\(10\)","D","\(10\) is a multiple of \(5\), but it ends in \(0\).","logic;reasoning;definition;counter;examples;counterexample","approved_hierarchy_v1"
"QB_A01_T01_S02_025","A01","Logic & Reasoning","A01_T01","Logic","A01_T01_S02","Definition and use of counter examples","1.1.2","Advanced","MCQ","Which option is a counter example to the statement: If two angles are supplementary, then they are equal.","\(70^\circ\) and \(110^\circ\)","\(90^\circ\) and \(90^\circ\)","\(60^\circ\) and \(120^\circ\) are not supplementary","\(45^\circ\) and \(45^\circ\)","A","Supplementary angles sum to \(180^\circ\), but they do not have to be equal.","logic;reasoning;definition;counter;examples;counterexample","approved_hierarchy_v1"
"QB_A01_T01_S02_026","A01","Logic & Reasoning","A01_T01","Logic","A01_T01_S02","Definition and use of counter examples","1.1.2","Advanced","MCQ","Which option is a counter example to the statement: Every prime number is odd.","\(9\)","\(2\)","\(15\)","\(21\)","B","The number \(2\) is prime and even, so it disproves the statement.","logic;reasoning;definition;counter;examples;counterexample","approved_hierarchy_v1"
"QB_A01_T01_S02_027","A01","Logic & Reasoning","A01_T01","Logic","A01_T01_S02","Definition and use of counter examples","1.1.2","Advanced","MCQ","Which option is a counter example to the statement: If a number is divisible by \(4\), then it is greater than \(10\).","\(12\)","\(16\)","\(8\)","\(20\)","C","\(8\) is divisible by \(4\) but not greater than \(10\).","logic;reasoning;definition;counter;examples;counterexample","approved_hierarchy_v1"
"QB_A01_T01_S02_028","A01","Logic & Reasoning","A01_T01","Logic","A01_T01_S02","Definition and use of counter examples","1.1.2","Advanced","MCQ","Which option is a counter example to the statement: All rectangles are squares.","A square with side length \(4\)","A rhombus with side length \(6\)","A triangle with two equal sides","A rectangle with side lengths \(3\) and \(5\)","D","A rectangle can have four right angles without having all four sides equal.","logic;reasoning;definition;counter;examples;counterexample","approved_hierarchy_v1"
"QB_A01_T01_S02_029","A01","Logic & Reasoning","A01_T01","Logic","A01_T01_S02","Definition and use of counter examples","1.1.2","Advanced","MCQ","Which option is a counter example to the statement: Every multiple of \(5\) ends in \(5\).","\(10\)","\(15\)","\(25\)","\(35\)","A","\(10\) is a multiple of \(5\), but it ends in \(0\).","logic;reasoning;definition;counter;examples;counterexample","approved_hierarchy_v1"
"QB_A01_T01_S02_030","A01","Logic & Reasoning","A01_T01","Logic","A01_T01_S02","Definition and use of counter examples","1.1.2","Advanced","MCQ","Which option is a counter example to the statement: If two angles are supplementary, then they are equal.","\(90^\circ\) and \(90^\circ\)","\(70^\circ\) and \(110^\circ\)","\(60^\circ\) and \(120^\circ\) are not supplementary","\(45^\circ\) and \(45^\circ\)","B","Supplementary angles sum to \(180^\circ\), but they do not have to be equal.","logic;reasoning;definition;counter;examples;counterexample","approved_hierarchy_v1"
"QB_A01_T01_S03_001","A01","Logic & Reasoning","A01_T01","Logic","A01_T01_S03","Indirect proofs","1.1.3","Medium","MCQ","In an indirect proof, what is usually assumed first?","Assume the statement to be proved is false","Assume every example works in the same way","Assume the conclusion is already true","Assume that all variables are equal to zero","A","Proof by contradiction starts by assuming the negation of the desired conclusion.","logic;reasoning;indirect;proofs;indirect-proof","approved_hierarchy_v1"
"QB_A01_T01_S03_002","A01","Logic & Reasoning","A01_T01","Logic","A01_T01_S03","Indirect proofs","1.1.3","Medium","MCQ","A student wants to prove that \(\sqrt{2}\) is irrational by contradiction. Which assumption should be made first?","Assume that \(2\) is not an integer","Assume that \(\sqrt{2}\) is rational","Assume that every irrational number is negative","Assume that \(\sqrt{2}=2\)","B","To prove irrationality indirectly, the proof begins by assuming rationality and then deriving a contradiction.","logic;reasoning;indirect;proofs;indirect-proof","approved_hierarchy_v1"
"QB_A01_T01_S03_003","A01","Logic & Reasoning","A01_T01","Logic","A01_T01_S03","Indirect proofs","1.1.3","Medium","MCQ","Which outcome completes an indirect proof successfully?","A second example that seems similar","A diagram that looks convincing","A contradiction with a known fact or the original conditions","An answer that is larger than expected","C","The assumption is rejected only after it leads to an impossibility or contradiction.","logic;reasoning;indirect;proofs;indirect-proof","approved_hierarchy_v1"
"QB_A01_T01_S03_004","A01","Logic & Reasoning","A01_T01","Logic","A01_T01_S03","Indirect proofs","1.1.3","Medium","MCQ","Why is the statement 'assume the opposite and reach a contradiction' considered valid reasoning?","Because every contradiction proves both possibilities","Because examples are stronger than proof","Because the opposite statement is always numerically false","Because the false assumption cannot stand once it leads to an impossibility","D","If the opposite assumption creates a contradiction, the original statement must be true.","logic;reasoning;indirect;proofs;indirect-proof","approved_hierarchy_v1"
"QB_A01_T01_S03_005","A01","Logic & Reasoning","A01_T01","Logic","A01_T01_S03","Indirect proofs","1.1.3","Medium","MCQ","Which step would weaken a proof by contradiction?","Using an unverified claim instead of deriving a contradiction from the assumption","Labeling the assumption clearly","Comparing the contradiction with the original condition","Stating why the contradiction is impossible","A","An indirect proof still needs logically valid steps; it cannot rely on unsupported statements.","logic;reasoning;indirect;proofs;indirect-proof","approved_hierarchy_v1"
"QB_A01_T01_S03_006","A01","Logic & Reasoning","A01_T01","Logic","A01_T01_S03","Indirect proofs","1.1.3","Medium","MCQ","In an indirect proof, what is usually assumed first?","Assume every example works in the same way","Assume the statement to be proved is false","Assume the conclusion is already true","Assume that all variables are equal to zero","B","Proof by contradiction starts by assuming the negation of the desired conclusion.","logic;reasoning;indirect;proofs;indirect-proof","approved_hierarchy_v1"
"QB_A01_T01_S03_007","A01","Logic & Reasoning","A01_T01","Logic","A01_T01_S03","Indirect proofs","1.1.3","Medium","MCQ","A student wants to prove that \(\sqrt{2}\) is irrational by contradiction. Which assumption should be made first?","Assume that \(2\) is not an integer","Assume that every irrational number is negative","Assume that \(\sqrt{2}\) is rational","Assume that \(\sqrt{2}=2\)","C","To prove irrationality indirectly, the proof begins by assuming rationality and then deriving a contradiction.","logic;reasoning;indirect;proofs;indirect-proof","approved_hierarchy_v1"
"QB_A01_T01_S03_008","A01","Logic & Reasoning","A01_T01","Logic","A01_T01_S03","Indirect proofs","1.1.3","Medium","MCQ","Which outcome completes an indirect proof successfully?","A second example that seems similar","A diagram that looks convincing","An answer that is larger than expected","A contradiction with a known fact or the original conditions","D","The assumption is rejected only after it leads to an impossibility or contradiction.","logic;reasoning;indirect;proofs;indirect-proof","approved_hierarchy_v1"
"QB_A01_T01_S03_009","A01","Logic & Reasoning","A01_T01","Logic","A01_T01_S03","Indirect proofs","1.1.3","Medium","MCQ","Why is the statement 'assume the opposite and reach a contradiction' considered valid reasoning?","Because the false assumption cannot stand once it leads to an impossibility","Because every contradiction proves both possibilities","Because examples are stronger than proof","Because the opposite statement is always numerically false","A","If the opposite assumption creates a contradiction, the original statement must be true.","logic;reasoning;indirect;proofs;indirect-proof","approved_hierarchy_v1"
"QB_A01_T01_S03_010","A01","Logic & Reasoning","A01_T01","Logic","A01_T01_S03","Indirect proofs","1.1.3","Medium","MCQ","Which step would weaken a proof by contradiction?","Labeling the assumption clearly","Using an unverified claim instead of deriving a contradiction from the assumption","Comparing the contradiction with the original condition","Stating why the contradiction is impossible","B","An indirect proof still needs logically valid steps; it cannot rely on unsupported statements.","logic;reasoning;indirect;proofs;indirect-proof","approved_hierarchy_v1"
"QB_A01_T01_S03_011","A01","Logic & Reasoning","A01_T01","Logic","A01_T01_S03","Indirect proofs","1.1.3","Hard","MCQ","In an indirect proof, what is usually assumed first?","Assume every example works in the same way","Assume the conclusion is already true","Assume the statement to be proved is false","Assume that all variables are equal to zero","C","Proof by contradiction starts by assuming the negation of the desired conclusion.","logic;reasoning;indirect;proofs;indirect-proof","approved_hierarchy_v1"
"QB_A01_T01_S03_012","A01","Logic & Reasoning","A01_T01","Logic","A01_T01_S03","Indirect proofs","1.1.3","Hard","MCQ","A student wants to prove that \(\sqrt{2}\) is irrational by contradiction. Which assumption should be made first?","Assume that \(2\) is not an integer","Assume that every irrational number is negative","Assume that \(\sqrt{2}=2\)","Assume that \(\sqrt{2}\) is rational","D","To prove irrationality indirectly, the proof begins by assuming rationality and then deriving a contradiction.","logic;reasoning;indirect;proofs;indirect-proof","approved_hierarchy_v1"
"QB_A01_T01_S03_013","A01","Logic & Reasoning","A01_T01","Logic","A01_T01_S03","Indirect proofs","1.1.3","Hard","MCQ","Which outcome completes an indirect proof successfully?","A contradiction with a known fact or the original conditions","A second example that seems similar","A diagram that looks convincing","An answer that is larger than expected","A","The assumption is rejected only after it leads to an impossibility or contradiction.","logic;reasoning;indirect;proofs;indirect-proof","approved_hierarchy_v1"
"QB_A01_T01_S03_014","A01","Logic & Reasoning","A01_T01","Logic","A01_T01_S03","Indirect proofs","1.1.3","Hard","MCQ","Why is the statement 'assume the opposite and reach a contradiction' considered valid reasoning?","Because every contradiction proves both possibilities","Because the false assumption cannot stand once it leads to an impossibility","Because examples are stronger than proof","Because the opposite statement is always numerically false","B","If the opposite assumption creates a contradiction, the original statement must be true.","logic;reasoning;indirect;proofs;indirect-proof","approved_hierarchy_v1"
"QB_A01_T01_S03_015","A01","Logic & Reasoning","A01_T01","Logic","A01_T01_S03","Indirect proofs","1.1.3","Hard","MCQ","Which step would weaken a proof by contradiction?","Labeling the assumption clearly","Comparing the contradiction with the original condition","Using an unverified claim instead of deriving a contradiction from the assumption","Stating why the contradiction is impossible","C","An indirect proof still needs logically valid steps; it cannot rely on unsupported statements.","logic;reasoning;indirect;proofs;indirect-proof","approved_hierarchy_v1"
"QB_A01_T01_S03_016","A01","Logic & Reasoning","A01_T01","Logic","A01_T01_S03","Indirect proofs","1.1.3","Hard","MCQ","In an indirect proof, what is usually assumed first?","Assume every example works in the same way","Assume the conclusion is already true","Assume that all variables are equal to zero","Assume the statement to be proved is false","D","Proof by contradiction starts by assuming the negation of the desired conclusion.","logic;reasoning;indirect;proofs;indirect-proof","approved_hierarchy_v1"
"QB_A01_T01_S03_017","A01","Logic & Reasoning","A01_T01","Logic","A01_T01_S03","Indirect proofs","1.1.3","Hard","MCQ","A student wants to prove that \(\sqrt{2}\) is irrational by contradiction. Which assumption should be made first?","Assume that \(\sqrt{2}\) is rational","Assume that \(2\) is not an integer","Assume that every irrational number is negative","Assume that \(\sqrt{2}=2\)","A","To prove irrationality indirectly, the proof begins by assuming rationality and then deriving a contradiction.","logic;reasoning;indirect;proofs;indirect-proof","approved_hierarchy_v1"
"QB_A01_T01_S03_018","A01","Logic & Reasoning","A01_T01","Logic","A01_T01_S03","Indirect proofs","1.1.3","Hard","MCQ","Which outcome completes an indirect proof successfully?","A second example that seems similar","A contradiction with a known fact or the original conditions","A diagram that looks convincing","An answer that is larger than expected","B","The assumption is rejected only after it leads to an impossibility or contradiction.","logic;reasoning;indirect;proofs;indirect-proof","approved_hierarchy_v1"
